0,0,0
1,1,1
2,2,6
4,3,10
6,5,11
6,10,14
6,13,19
6,16,20
6,64,20
7,69,20
8,74,23
13,79,24
18,81,24
23,84,27
26,84,27
31,80,28
36,75,33
37,71,35
38,68,35
38,63,35
38,60,36
38,31,36
41,26,34
44,25,34
48,25,33
71,25,33
76,29,35
81,34,40
84,39,40
89,44,40
91,49,40
93,59,40
93,90,40
94,95,37
99,98,32
99,99,29
99,99,28
99,99,25
