0,0,0
1,2,3
3,2,5
3,2,6
3,4,7
3,5,17
6,4,21
6,4,22
8,5,23
9,8,24
9,28,36
9,44,26
6,64,20
26,84,27
39,75,25
49,80,23
49,91,24
42,95,21
38,98,21
27,87,26
34,67,24
39,51,16
38,31,36
40,14,30
47,14,25
48,34,24
48,54,24
46,74,20
46,90,24
47,96,25
46,97,23
47,77,8
46,62,15
43,51,23
31,48,23
32,28,24
52,17,35
58,20,34
71,25,33
91,45,37
92,65,37
99,72,36
95,78,36
93,90,40
98,94,40
98,97,33
93,95,32
93,95,31
96,96,30
96,97,30
97,98,30
98,98,30
99,99,30
99,99,25
